,epoch,train_loss,val_loss
124,114,473.2744733095169,0.0
125,115,470.9850740432739,0.0
126,116,468.3831743001938,0.0
127,117,464.9973794221878,0.0
128,118,462.9612489938736,0.0
129,119,465.4321039915085,0.0
130,120,460.4848395586014,0.0
131,120,0.0,654.6668810844421
132,121,463.0203652381897,0.0
133,122,461.19312608242035,0.0
134,123,456.52594804763794,0.0
135,124,453.4358193874359,0.0
136,125,453.535427570343,0.0
137,126,446.19971108436584,0.0
138,127,458.1685389280319,0.0
139,128,453.67623031139374,0.0
140,129,452.4828541278839,0.0
141,130,448.4283640384674,0.0
142,130,0.0,661.1317071914673
143,131,447.88894963264465,0.0
144,132,449.91821467876434,0.0
145,133,443.74163150787354,0.0
146,134,445.9332903623581,0.0
147,135,444.0108833312988,0.0
148,136,446.55050110816956,0.0
149,137,443.11791813373566,0.0
150,138,437.94459676742554,0.0
151,139,440.16006541252136,0.0
152,140,435.59688675403595,0.0
153,140,0.0,659.4171671867371
154,141,437.7863290309906,0.0
155,142,437.7913883924484,0.0
156,143,430.97209453582764,0.0
157,144,433.08836555480957,0.0
158,145,436.46127140522003,0.0
159,146,432.0842854976654,0.0
160,147,438.33745753765106,0.0
161,148,433.0210350751877,0.0
162,149,426.81999909877777,0.0
163,150,429.8154751062393,0.0
164,150,0.0,673.776510477066
165,151,429.3591663837433,0.0
166,152,434.7599447965622,0.0
167,153,429.0666069984436,0.0
168,154,425.0228179693222,0.0
169,155,423.5667254924774,0.0
170,156,426.3913505077362,0.0
171,157,420.8343241214752,0.0
172,158,420.9485260248184,0.0
173,159,422.573810338974,0.0
174,160,415.50004494190216,0.0
175,160,0.0,663.3168342113495
176,161,422.7352657318115,0.0
177,162,414.549267411232,0.0
178,163,414.49487590789795,0.0
179,164,410.4052691459656,0.0
180,165,406.7440369129181,0.0
181,166,406.85752618312836,0.0
182,167,410.2759518623352,0.0
183,168,407.3818117380142,0.0
184,169,414.7175374031067,0.0
185,170,410.0497876405716,0.0
186,170,0.0,662.8054003715515
187,171,410.4055562019348,0.0
188,172,408.00992238521576,0.0
189,173,406.97938096523285,0.0
190,174,401.37122201919556,0.0
191,175,406.5905064344406,0.0
192,176,403.539298415184,0.0
193,177,399.4636833667755,0.0
194,178,408.11526668071747,0.0
195,179,401.054808139801,0.0
196,180,403.91754937171936,0.0
197,180,0.0,665.1389291286469
198,181,400.78528118133545,0.0
199,182,392.45515418052673,0.0
200,183,393.8715343475342,0.0
201,184,402.49487364292145,0.0
202,185,393.8974610567093,0.0
203,186,393.3864184617996,0.0
204,187,388.2510576248169,0.0
205,188,395.11728954315186,0.0
206,189,399.323637843132,0.0
207,190,393.01714754104614,0.0
208,190,0.0,669.142169713974
209,191,397.3399268388748,0.0
210,192,392.94174587726593,0.0
211,193,398.116291642189,0.0
212,194,389.78596115112305,0.0
213,195,389.9141824245453,0.0
214,196,396.6188254356384,0.0
215,197,392.3816193342209,0.0
216,198,389.8115701675415,0.0
217,199,391.57083904743195,0.0
218,200,384.4169371128082,0.0
219,200,0.0,670.711677312851
220,201,377.3316698074341,0.0
221,202,380.9931741952896,0.0
222,203,390.77840924263,0.0
223,204,386.8382775783539,0.0
224,205,389.10231733322144,0.0
225,206,378.9300560951233,0.0
226,207,376.152960896492,0.0
227,208,386.0951282978058,0.0
228,209,387.0521972179413,0.0
229,210,379.1367665529251,0.0
230,210,0.0,676.4417128562927
231,211,378.7377483844757,0.0
232,212,382.8453838825226,0.0
233,213,382.88613748550415,0.0
234,214,383.7088165283203,0.0
235,215,378.2133755683899,0.0
236,216,382.2235063314438,0.0
237,217,375.36152505874634,0.0
238,218,375.49597215652466,0.0
239,219,379.4889484643936,0.0
240,220,372.2024253606796,0.0
241,220,0.0,682.5018484592438
242,221,381.32821393013,0.0
243,222,368.8507812023163,0.0
244,223,373.883154630661,0.0
245,224,371.93172955513,0.0
246,225,376.7527163028717,0.0
247,226,371.24185383319855,0.0
248,227,368.68631398677826,0.0
249,228,371.036337852478,0.0
250,229,369.08056223392487,0.0
251,230,368.2754068374634,0.0
252,230,0.0,675.2725360393524
253,231,369.7456132173538,0.0
254,232,360.52796626091003,0.0
255,233,367.51718640327454,0.0
256,234,372.40201592445374,0.0
257,235,365.9186741113663,0.0
258,236,366.76570677757263,0.0
259,237,365.72662448883057,0.0
260,238,365.624226808548,0.0
261,239,363.76800322532654,0.0
262,240,358.4283529520035,0.0
263,240,0.0,672.1983599662781
264,241,360.3415005207062,0.0
265,242,357.88317573070526,0.0
266,243,357.01515114307404,0.0
267,244,363.6837168931961,0.0
268,245,364.58322870731354,0.0
269,246,365.0053985118866,0.0
270,247,362.4216717481613,0.0
271,248,356.425439119339,0.0
272,249,355.1805667877197,0.0
273,250,361.75348019599915,0.0
274,250,0.0,684.1479024887085
275,251,356.45097970962524,0.0
